Latitude,Longitude,Station Code,Depth,Parameter Code,Analysis Method Code,Value Flags,Data Quality,Dataset_Source,temperature_avg,rainfall_mm,humidity_pct,pressure_hPa,drought_index,extreme_precip_days,urban_pct,forest_pct,agriculture_pct,water_pct,wetland_pct,grassland_pct,barren_pct,frag_index,soil_perm,ind_count,hg_impact,pb_impact,ind_risk_score,param_category,country_code,time_season,value_with_unit,sampling_method,is_referenced_method,water_body_type,analytical_program,pollution_risk,testing_laboratory,validated_results,sampling_weather,regulatory_framework,land_use_impact
39.18079,21.01549,,0.3,O2-Dis-Sat,,,Fair,,18.164821296594106,115.4076662908234,76.85923759766797,1006.7833395913814,-0.097924516455031,2.0,,29.895440703694888,25.539107989154044,,7.198646225403221,11.340155247534172,,0.7815119638681642,0.5550861622732377,1.0,0.307742245620761,,8.679351051297463,Other,GRC,2015-03-19 12:00:00 - Spring,103.300003051758 %,Grab Sample,False,,,Very Low,Athens Water Authority Lab,True,,,Mixed Land Use
,-65.2133,CAN00284,0.3,Fe-Ext,VMV_2628,,Fair,iron,,,76.3537126997877,1000.3680548843964,,1.0,,34.95657400255719,27.044387950108646,,5.758877792522269,12.910921126017392,4.243570856381617,0.743814719135781,,,0.918458526125874,,19.924255592937133,Metal,CAN,2009-04-20 12:00:00 - Spring,0.1 mg/l,Manual Sample,False,Estuary,,,,False,,Fisheries Act,
26.14,,IND02195,,Ca-Dis,,,Unknown,calcium,14.024206743454862,,,,-1.0186188041946092,1.0,9.48105076347461,38.276526521084726,26.72441374804972,4.708797297157704,9.971672421678614,8.954301509281036,1.883237739273587,0.7664216414959998,,,0.0,0.0,0.0,,,2000-01-09 00:00:00 - Winter,,Composite Sample,False,Lake,International Water Assessment,,International Water Quality Lab,True,Clear,International Water Quality Standards,Mixed Land Use
19.33166667,,IND02379,0.3,HCO3,,,Unknown,bicarbonate,18.097541814483662,,81.52236522248185,,,,7.646650596543032,41.041346054891534,24.407423137335872,3.3736338364489216,7.967309167260902,12.166678013640084,3.3969591938796424,,0.6220632642018705,,2.700344424926252,0.3975628484254756,9.664098407087607,Common Ion,IND,,,Composite Sample,False,,International Water Assessment,Very Low,International Water Quality Lab,True,,International Water Quality Standards,Forest Dominant
20.975,,IND02397,,Alk-Phen,,,Unknown,,25.662585994086413,93.5740951297172,73.63799599591492,1006.3069585266142,0.0947095278605387,1.0,9.703321827330846,39.01648140726884,,4.135064611612826,,9.085658617707567,2.341191781170449,,,1.0,0.0878567032187037,,1.1569009827595371,,IND,2021-03-01 00:00:00 - Spring,0.0 mg/l,Manual Sample,True,Wetland,International Water Assessment,Low,International Water Quality Lab,True,,International Water Quality Standards,
16.17656,,,0.3,FECALCOLI,,,Fair,indicator_organism,,,55.216246590631016,1005.9483413270102,-0.0683208236904895,3.0,13.814948355430165,34.877280925061605,19.693358521105942,6.652615530158909,,11.89655922804798,5.598445273897844,0.7776987915674931,,,,0.0,0.0,Other,MEX,2017-05-31 12:00:00 - Spring,,Field Measurement,True,,International Water Assessment,Low,,True,Cloudy,International Water Quality Standards,Forest Dominant
,,IND02566,,H-T,,,Unknown,,15.217575273085195,95.95768330058633,80.73642314988558,,-0.4053770680508819,0.0,13.089771762871823,40.58201425911757,20.93104957318676,,8.828518982581393,10.510992068658734,,0.7885569464774581,0.5857954648000837,,0.0,0.0,0.0,Other,IND,2021-06-11 00:00:00 - Summer,96.24 mg/l,Field Measurement,False,,International Water Assessment,,International Water Quality Lab,True,Rainy,International Water Quality Standards,Agricultural Dominant
,,,,DOC,,,Fair,,,,82.73687131278558,,0.0396332031171344,1.0,10.957361014112012,,21.77081282761068,6.126819419684448,7.392592332674736,,5.001508338538908,0.7482069376570392,0.5867854476346234,0.0,,0.0,0.0,Nutrient,,2016-06-29 12:00:00 - Summer,,Field Measurement,False,,International Water Assessment,,International Water Quality Lab,True,,International Water Quality Standards,Urban Dominant
47.1566,,AUT00050,,Fe-Tot,,,Fair,iron,,138.6423521824113,95.0,1004.901323158244,,1.0,8.441553294545601,33.577989598834186,24.757507461189924,,8.776513314814816,12.510238477373942,7.440850039318146,0.713206586527543,0.6064793744922841,0.0,0.0,,0.0,Metal,,2006-02-02 00:00:00 - Winter,,Automated Sample,True,Stream,,,International Water Quality Lab,True,Snowy,International Water Quality Standards,Urban Dominant
22.94805556,,,,H-T,,,Unknown,hardness,2.048919074053712,,,1015.0606062023916,,2.0,11.38846478720967,37.74015483894342,26.96661503538936,3.5582309574123685,8.682754377779435,9.261025559140212,2.402754444125552,0.7936462747644641,0.5876096257555429,1.0,0.1432200491159266,,2.764622506195237,Other,,1999-10-04 00:00:00 - Fall,88.6519 mg/l,,True,Stream,International Water Assessment,Low,,True,Rainy,,Agricultural Dominant
18.16055,,,0.3,FECALCOLI,,,Fair,indicator_organism,27.20042601728951,79.63597603048905,65.8427840626482,,-0.6155513597886464,0.0,13.992031727197832,33.77567086222028,,,8.52296910773688,11.644579043012197,3.3294480546941485,0.804953735733875,0.5553079918607573,,0.0,0.0,0.0,,,2015-03-14 12:00:00 - Spring,4600.0 1/100 ml,Manual Sample,True,Stream,International Water Assessment,Very Low,International Water Quality Lab,False,Cloudy,International Water Quality Standards,Urban Dominant
20.8286,-102.96199,MEX02989,0.3,O2-Dis-Sat,,,Fair,,19.32284150901181,80.98628614674352,82.46167670535696,,-0.5229127459814626,1.0,11.390207684230928,35.70670802691596,20.52367329159181,,9.548577238276987,9.718610788393107,4.9004848288528,0.7489690575771591,0.5609662823423673,1.0,,0.0607561795725869,1.948852845356242,Other,,2015-05-13 12:00:00 - Spring,97.3 %,Field Measurement,True,,International Water Assessment,Medium,International Water Quality Lab,True,Rainy,International Water Quality Standards,Mixed Land Use
47.10744,,,0.3,O2-Dis,,,Fair,dissolved_gas,4.321706077955497,123.551208385144,87.8599134545326,1004.6880964701528,,1.0,,28.313904255795336,,,,16.085867464802035,6.974761930627236,0.7278682548019996,,0.0,0.0,0.0,0.0,Other,,2014-05-05 12:00:00 - Spring,11.15 mg/l,Composite Sample,True,,,Low,International Water Quality Lab,True,,International Water Quality Standards,Mixed Land Use
,,,0.3,11DCE,,<,Fair,,,70.95340186196438,83.81187187478588,,-1.2361259457114304,1.0,,37.36258054984188,19.244315968943983,6.857100870064461,9.028632982530342,10.588279450480876,4.858330694366036,0.7528413186294762,0.5713561310464228,0.0,0.0,0.0,0.0,,MEX,2015-06-03 12:00:00 - Summer,,Manual Sample,True,Marine,International Water Assessment,Low,International Water Quality Lab,True,Stormy,International Water Quality Standards,Agricultural Dominant
,,ITA00393,0.3,O2-Dis-Sat,,,Fair,dissolved_gas,-10.785864681748723,87.41517360796962,94.37862292372633,,-1.4640831522437336,2.0,5.886329154393576,29.82030915249841,28.866948155158507,,10.026391062790992,,6.583859508373098,0.6997103805498306,0.5981187194737702,1.0,0.1895916952481759,,1.7346416656526251,,,2016-08-24 12:00:00 - Summer,96.0 %,Manual Sample,True,Wetland,,Low,International Water Quality Lab,,,International Water Quality Standards,Urban Dominant
21.77918,,MEX00041,0.3,O2-Dis-Sat,,,Fair,,21.753628443072287,,66.04093860144594,,,3.0,12.10556107302501,37.012464433448855,22.292478384781685,8.4388974924629,7.687825588582638,8.759448658662112,3.703324369036799,,,0.0,0.0,,0.0,Other,MEX,2015-05-26 12:00:00 - Spring,12.6 %,,False,,International Water Assessment,,International Water Quality Lab,False,Cloudy,International Water Quality Standards,
20.9242,,MEX01471,0.3,Cd-Tot,,<,Fair,,6.156339683583784,,80.2735194765618,1009.380617425728,,1.0,9.178758361691775,37.7654928521615,19.61184081773032,7.860752519120606,9.044995548487323,10.816664714266915,5.721495186541553,0.7071331035813204,0.58331884240957,0.0,0.0,,0.0,Heavy Metal,MEX,2014-08-21 12:00:00 - Summer,0.2 µg/l,Composite Sample,False,Lake,International Water Assessment,,International Water Quality Lab,False,Cloudy,International Water Quality Standards,Agricultural Dominant
47.9752,,HUN00035,0.0,Cu-Tot,,,Fair,copper,9.773419170994163,116.44653421693268,92.68774551929954,1012.5156856594226,1.94216939057186,1.0,16.101238741021138,,21.54626568922432,9.594330412744805,7.595033899915461,,8.106506941412423,0.8087173748543766,0.5242243892288582,,0.0,0.0,0.0,Heavy Metal,,1999-02-01 00:00:00 - Winter,,Grab Sample,False,Stream,,,,,Snowy,,Forest Dominant
,-109.8733,CAN00065,0.3,La-Dis,VMV_3529,,Fair,lanthanum,,,91.84167972245774,1009.0876426059992,,2.0,7.717943943616012,28.409810525556345,22.034380332204265,10.361723231709096,8.390772036877916,16.444461475459164,6.6409084545772,,0.567254432671335,2.0,0.3463334243491446,0.4083303021547056,3.4909186290568104,,,2013-07-03 17:30:00 - Summer,0.044 µg/l,Automated Sample,False,Stream,,,National Water Research Center,False,,Provincial Water Regulations,Urban Dominant
,11.55952,ITA00409,0.3,Mg-Dis,,,Fair,,4.138569846406295,,,1009.8907665445988,,2.0,,29.306663969614814,25.26776898950692,6.251339488509332,9.35891560205924,,6.874702226159188,0.7210260607457828,0.5849689698330063,,0.0,0.0,0.0,Common Ion,,2016-05-18 12:00:00 - Spring,,Field Measurement,True,Estuary,International Water Assessment,,International Water Quality Lab,True,Cloudy,International Water Quality Standards,Agricultural Dominant
,5.52558,NOR00027,0.3,Ni-Tot,,,Fair,nickel,,,95.0,,1.92004465150467,2.0,4.886767631793369,32.44899306280051,25.70390235635229,,9.311914624041762,18.537112417641463,4.3317860336835485,0.6801620960902443,,0.0,0.0,0.0,0.0,,,2018-05-07 12:00:00 - Spring,0.00082 mg/l,Grab Sample,False,Marine,,Medium,International Water Quality Lab,True,,International Water Quality Standards,Urban Dominant
,79.62318056,IND02014,,Cl-Dis,,,Unknown,,,101.75617169990188,77.524970187226,,0.4559368936182211,2.0,8.688173624922506,37.53607545877137,29.292788819799807,,7.456356194195274,9.726874242828387,3.61140936495361,0.7587295016480686,0.6076933827808593,0.0,0.0,,0.0,,IND,2020-03-03 00:00:00 - Spring,,Field Measurement,True,Estuary,International Water Assessment,,International Water Quality Lab,True,,International Water Quality Standards,Agricultural Dominant
21.0673,-89.64467,,,,,,Fair,,17.632104355158056,,63.553958204890655,1010.4871214147972,,0.0,15.03130010564402,34.9323383451385,20.94518910963207,4.891006941515651,8.140671539061543,9.531847324277104,6.527646634731122,0.7975572139591651,,0.0,0.0,0.0,0.0,,,2012-12-24 12:00:00 - Winter,31.53 mg/l,Grab Sample,True,Reservoir,,Medium,International Water Quality Lab,True,,International Water Quality Standards,
26.28,,IND02211,0.3,Alk-Tot,,,Unknown,alkalinity,,60.75398673102074,82.06255463380866,,-1.0744832496236096,1.0,9.51925736809003,,29.59693466894608,4.648224041598785,7.399721302900406,7.146386616768481,,0.7772848837935251,0.595538273635928,0.0,0.0,,0.0,Metal,IND,2021-08-02 00:00:00 - Summer,53.3 mg/l,Manual Sample,True,River,International Water Assessment,Medium,International Water Quality Lab,False,Foggy,International Water Quality Standards,Forest Dominant
22.18899,-102.4653,,,Hg-Tot,,<,Fair,mercury,20.65764608972537,94.13175362816662,77.058147485208,1005.8057992349808,,1.0,14.768824896596271,37.47452723703207,20.19313210218024,8.412143042120421,9.11687400452696,5.845000556900464,4.189498160643565,0.8015505431566273,0.5416949447636105,0.0,,0.0,0.0,Heavy Metal,MEX,2016-04-28 12:00:00 - Spring,,Grab Sample,,,,,International Water Quality Lab,True,,International Water Quality Standards,
,,,0.3,Cl-Tot,VMV_1891,,Fair,,4.7867637591940495,152.84470564283566,95.0,1005.9257488984456,,,5.1968864049580645,28.99248530397625,21.93327310527588,,6.989281796803431,,7.1809045965486575,0.6517151386180071,0.57678259638467,0.0,0.0,0.0,0.0,Common Ion,,2019-01-30 12:54:00 - Winter,1.25 mg/l,,False,Lake,,Low,Environment Canada Lab,True,Snowy,Fisheries Act,Mixed Land Use
44.80581,,ITA00400,0.3,O2-Dis-Sat,,,Fair,,11.42319997333256,173.7920719613953,95.0,999.8102388104866,-1.0788777431148209,2.0,8.093491252294463,26.833356103787903,28.69707963303697,5.337824066571537,8.281903073411344,,7.836803623143702,0.7257037488338834,0.5947565554436254,0.0,0.0,0.0,,Other,ITA,2018-04-16 12:00:00 - Spring,,Grab Sample,False,Marine,International Water Assessment,,International Water Quality Lab,True,Cloudy,International Water Quality Standards,Forest Dominant
,-107.38099,MEX03564,0.3,FECALCOLI,,,Fair,,,,66.33764568017713,1008.9500826941955,1.1407298207748968,2.0,9.608324895292592,37.07201439250786,23.878040167309265,,,,4.3098530440355685,0.7419658090457575,,0.0,0.0,,0.0,Other,MEX,2018-02-22 12:00:00 - Winter,4352.0 1/100 ml,Automated Sample,True,Reservoir,International Water Assessment,,International Water Quality Lab,True,,International Water Quality Standards,Mixed Land Use
27.93194444,78.8625,,0.3,O2-Dis-Sat,,,Unknown,,15.58988975866716,,76.61640251841388,,,,8.003727519293573,40.47660341634393,26.70390256713427,3.4887580999279764,,9.638118496041074,3.2984206381101515,0.7370833224345243,0.6143639932575765,1.0,0.0207250688509858,,7.155754748187215,,IND,2005-01-08 00:00:00 - Winter,91.5209 %,Grab Sample,False,Groundwater,International Water Assessment,Medium,International Water Quality Lab,True,Clear,International Water Quality Standards,Agricultural Dominant
41.78055556,,USA00526,0.3,Ca-Dis,,,Fair,,,,80.02421453759857,1012.4870494065008,0.963894400351684,,16.269484239093362,29.983618619870427,,4.868861944001055,,9.773406383340802,6.077885353823928,0.832157510896811,0.5494362808931871,0.0,0.0,0.0,0.0,,,2016-11-14 11:00:00 - Fall,63.0 mg/l,Automated Sample,True,Lake,,,International Water Quality Lab,True,Rainy,International Water Quality Standards,Forest Dominant
58.77833,12.50531,SWE00055,0.0,Cu-Tot,ISO17294-2_2004,,Fair,copper,-11.39414411576837,78.24033960473034,84.77293436803383,1012.3547054130694,1.0875115519858194,1.0,6.65139464348372,31.73925211044281,25.890669348726853,4.415706858360785,7.32759555960147,,,0.7024330403349344,,,5.552517482991973,2.039086962692199,2.381341172248076,Heavy Metal,SWE,2015-07-14 00:00:00 - Summer,0.77 µg/l,Composite Sample,False,,,,International Water Quality Lab,True,,International Water Quality Standards,
16.71472222,80.32027778,,0.3,Cl-Dis,,,Unknown,chloride,22.11809048180923,,75.09140937711135,1000.8244302380352,0.0383866949874764,3.0,8.649565196398173,41.6369934724876,19.77449454199375,4.223868145056223,8.60398032628305,12.668175626605388,4.442922691175824,0.7064013372000623,0.6148679548139309,0.0,0.0,0.0,0.0,Common Ion,,2000-05-22 00:00:00 - Spring,25.81 mg/l,Composite Sample,False,Reservoir,International Water Assessment,Very Low,International Water Quality Lab,True,,,Urban Dominant
,-108.45573,MEX03615,0.3,ECOLI,,,Fair,indicator_organism,14.010473407302737,106.998818680394,82.93831463423517,1009.3781920739672,,3.0,10.68394935123373,,26.757199545293734,9.382124947556113,,6.574273691339871,,0.7733948183052473,0.5616715206441701,0.0,0.0,0.0,0.0,,,2013-06-26 12:00:00 - Summer,,Field Measurement,True,,International Water Assessment,Medium,International Water Quality Lab,False,,,Forest Dominant
10.28611111,,IND02179,,Ca-Dis,,,Unknown,,18.26019455565376,70.37842041178571,62.97772732485914,,0.5936328752430495,1.0,9.323397842776512,35.130599058145435,25.37045115394412,3.1653133662038555,7.598926318136681,,4.205500830662274,0.7456757192580569,0.609677863672893,1.0,0.1232024530815468,,,Common Ion,,1999-11-01 00:00:00 - Fall,4.8 mg/l,Automated Sample,True,Wetland,International Water Assessment,Low,International Water Quality Lab,,,International Water Quality Standards,Mixed Land Use
44.8244,,,0.3,Fe-Tot,,,Fair,iron,,,82.75353115775701,,-0.1077835214309064,1.0,11.85139992645386,28.568156690286013,25.80425501759888,8.93961305359923,7.505344681203482,12.217518432396137,5.113712198462416,0.7812237129924903,0.5492842564108803,1.0,0.0491395125680607,,1.3087224544890417,Metal,SRB,2019-01-22 12:00:00 - Winter,0.8703 mg/l,Grab Sample,,Stream,International Water Assessment,,International Water Quality Lab,False,Cloudy,International Water Quality Standards,Urban Dominant
,,ITA00475,,Mn-Dis,,,Fair,manganese,,,95.0,,,0.0,8.30688374035726,30.71519323055678,25.563151768840424,5.655184402386266,10.114473769557623,14.514870194876588,5.130242893425073,0.7267678004824358,0.5855270389114887,0.0,,0.0,0.0,Metal,ITA,2019-03-13 12:00:00 - Spring,,Manual Sample,False,,,Medium,International Water Quality Lab,False,Rainy,,Urban Dominant
,-57.8839,,0.3,La-Tot,VMV_1919,,Fair,,3.352929177134504,97.11575411174454,82.84425175698692,,-0.2456259074628906,5.0,3.2897985262629383,,29.49870267802574,9.566265490469506,,15.140413304684738,,0.6780712937158754,0.6032155367602836,,0.0,0.0,0.0,,CAN,2006-12-06 14:15:00 - Winter,0.072 µg/l,Automated Sample,True,Marine,,Low,National Water Research Center,True,,Provincial Water Regulations,Agricultural Dominant
37.93007,,GRC00060,0.3,,,,Fair,arsenic,,102.6566706437168,83.16606606277809,,-1.3047427762369948,1.0,13.7060172914175,32.039676423904346,,7.441988758350512,,9.13399952711714,6.105243864256972,0.7922179665851974,0.5539201984767774,,0.0,0.0,0.0,Heavy Metal,GRC,2021-04-13 12:00:00 - Spring,0.001 mg/l,Manual Sample,True,Lake,,,Mediterranean Research Center,True,,Greek Environmental Law,Mixed Land Use
,,,,,APHA3120_B_2005,,Fair,cadmium,3.0545553298253454,91.2475574467584,86.7626336412844,1006.0864498085958,1.6554050424196634,3.0,3.526676462455901,,,4.800386237644688,,14.687642043090928,,0.6383672583649148,,,0.0,0.0,0.0,Heavy Metal,,2010-12-01 00:00:00 - Winter,0.25 µg/l,Automated Sample,False,,International Water Assessment,,International Water Quality Lab,True,,International Water Quality Standards,Urban Dominant
45.99068,,,0.3,Cd-Dis,,,Fair,cadmium,10.661170464072253,140.08568779389287,95.0,1009.6599851304572,-1.9597876569118475,1.0,7.999899508142004,29.939230209906377,25.40472483109957,5.714476684550996,9.33011294759392,16.069926204098007,,0.7193139687045823,0.5902965789769403,0.0,,,0.0,Heavy Metal,ITA,2021-03-16 12:00:00 - Spring,0.1 µg/l,Automated Sample,False,,International Water Assessment,High,International Water Quality Lab,False,Cloudy,,Mixed Land Use
,-119.33,CAN00029,0.3,Ba-Tot,VMV_2634,,Fair,barium,13.27548493411884,,78.22578647395393,,1.322536807682431,3.0,1.744334448713008,30.2866583897402,24.3506494774314,13.14080874625764,6.6266294036520055,16.993944196415317,6.85697533779044,0.6136333874289,0.5906917740572001,,0.0714774649092201,0.1683336918973287,6.876651658812072,,CAN,2000-03-14 10:00:00 - Spring,0.0409 mg/l,Manual Sample,,Groundwater,Canadian Water Quality Monitoring,,Provincial Analytical Lab,False,Clear,Fisheries Act,Mixed Land Use
42.1539,12.6475,ITA00056,,Cr-Tot,,<,Fair,,3.247960685612081,88.275507898699,87.34216844745727,1007.8911097084346,,0.0,9.524846830831468,31.39551184766261,25.98362464240452,,9.438523593517608,,7.335318506697869,,0.5847271263890158,0.0,,,0.0,,,2008-12-18 00:00:00 - Winter,0.001 mg/l,,False,Lake,,Medium,International Water Quality Lab,True,Snowy,International Water Quality Standards,Agricultural Dominant
,,,0.0,,,<,Fair,mercury,-1.000350773196315,91.90727982422447,87.01016448324785,1007.6655724967192,1.9815406917383,3.0,5.306375751532984,,25.826013455050347,,10.874263737710498,13.81779612542525,7.820111631105849,0.6696251453927172,0.5941193918529639,1.0,,,0.0209671452469602,Heavy Metal,,2011-11-28 00:00:00 - Fall,0.02 µg/l,Composite Sample,False,Groundwater,International Water Assessment,,International Water Quality Lab,True,,,
,20.84538,HUN00064,0.0,Hg-Tot,,,Fair,mercury,-8.154962384788615,,85.87139306610011,1012.1668089834812,,0.0,12.955015421097166,24.85303537631554,23.903191461605044,,7.765772450652855,,6.907656442129697,0.7793029064138343,,,,,,Heavy Metal,HUN,1994-08-09 00:00:00 - Summer,,Grab Sample,False,River,,High,International Water Quality Lab,,,,
46.8114,,CAN00208,,Ca-Dis,VMV_2912,,Fair,,-0.8780259957545002,,71.73427999617918,1011.9224537053242,,1.0,1.9813711861211885,35.50094156956795,29.384245368348907,6.477575431182234,6.8101756892728655,16.291883099805915,3.5538076557009326,0.6588727563550576,0.6287523536205266,0.0,,,0.0,Common Ion,,2001-07-18 12:00:00 - Summer,,Field Measurement,,,Provincial Monitoring,,Environment Canada Lab,True,Snowy,,Agricultural Dominant
17.05639,-100.09457,MEX01028,0.3,Ni-Tot,,,Fair,nickel,4.379423873589832,40.357001744227325,60.98965886725969,1010.1450624675416,,3.0,,33.35399719290194,21.988590401785764,7.443190311529221,8.103180347024747,13.606960094098632,4.4099511080938045,0.7543051546369484,0.5691054721711049,0.0,0.0,,0.0,Heavy Metal,,2017-08-14 12:00:00 - Summer,0.00268 mg/l,Manual Sample,True,,,High,,False,,,Forest Dominant
39.7425,-104.9994444,USA00287,,Cl-Dis,,,Fair,chloride,4.707680742031323,82.95088870488964,88.14261692222068,1010.145817685589,0.7979695609917696,2.0,11.886454103279345,29.66928717473672,23.80834669225579,9.104600898143678,9.186774245127326,,,,0.5467149420187789,0.0,0.0,0.0,0.0,Common Ion,USA,2015-06-26 09:45:00 - Summer,132.0 mg/l,,False,Estuary,,,International Water Quality Lab,True,,,
44.16561,,,,Cu-Dis,,,Fair,,14.685858645214914,127.85207701617412,89.23274850156051,,-1.3455870008557134,,8.621474465323638,28.094477258286435,28.336009751811883,6.87166319059697,10.040325043286384,11.591982841304398,6.444067449390276,0.7387818284919626,,0.0,,,0.0,Heavy Metal,,2020-03-11 12:00:00 - Spring,0.005 mg/l,Automated Sample,True,Estuary,International Water Assessment,Low,International Water Quality Lab,True,Rainy,International Water Quality Standards,Mixed Land Use
20.2063,,MEX03134,0.5,Cr-Tot,,,Fair,,22.135311697173016,,69.27370803011696,1005.55594060321,-1.735579008358099,2.0,13.394333946696106,34.79992723949255,,8.478839600509023,7.327976324313806,,3.844482603655298,0.801061793431517,,0.0,0.0,,0.0,Heavy Metal,MEX,2017-05-03 12:00:00 - Spring,,Grab Sample,False,Marine,International Water Assessment,,International Water Quality Lab,True,,International Water Quality Standards,Agricultural Dominant
45.35755,13.73778,HRV00031,0.0,Hg-Tot,,,Fair,,,,90.94484199677576,1002.526884916502,-0.0709108305545447,1.0,10.350475245917238,26.709252548564468,27.349536512172563,,,13.856528323580717,5.698241231618206,,,0.0,0.0,,0.0,Heavy Metal,HRV,2016-05-17 00:00:00 - Spring,0.0112 µg/l,Field Measurement,True,,International Water Assessment,,International Water Quality Lab,True,Rainy,,Mixed Land Use
